id,rank,discipline,sex,salary
955,Prof,A,Male,134800
956,Prof,A,Male,143940
957,Prof,A,Male,104350
958,Prof,A,Male,89650
959,Prof,A,Male,103700
960,Prof,A,Male,143250
961,Prof,A,Male,194800
962,AsstProf,A,Male,73000
963,AsstProf,A,Male,74000
964,AsstProf,A,Female,78500
965,Prof,A,Male,93000
966,Prof,A,Male,107200
967,Prof,A,Male,163200
968,Prof,A,Male,107100
969,Prof,A,Male,100600
970,Prof,A,Male,136500
971,Prof,A,Male,103600
972,Prof,A,Male,57800
973,Prof,A,Male,155865
974,AssocProf,A,Male,88650
975,AssocProf,A,Male,81800
976,Prof,A,Male,115800
977,AsstProf,A,Male,85000
978,Prof,A,Male,150500
979,AsstProf,A,Male,74000
980,Prof,A,Male,174500
981,Prof,A,Male,168500
982,Prof,A,Male,183800
983,AssocProf,A,Male,104800
984,Prof,A,Male,107300
985,Prof,A,Male,97150
986,Prof,A,Male,126300
987,Prof,A,Male,148800
988,Prof,A,Male,72300
989,AssocProf,A,Male,70700
990,Prof,A,Male,88600
991,Prof,A,Male,127100
992,Prof,A,Male,170500
993,Prof,A,Male,105260
994,Prof,A,Male,144050
995,Prof,A,Male,111350
996,AsstProf,A,Male,74500
997,Prof,A,Male,122500
998,AsstProf,A,Male,74000
999,Prof,A,Male,166800
1000,Prof,A,Male,92050
1001,Prof,A,Male,108100
1002,Prof,A,Male,94350
1003,Prof,A,Male,100351
1004,Prof,A,Male,146800
1005,AsstProf,B,Male,84716
1006,AssocProf,B,Female,71065
1007,Prof,B,Male,67559
1008,Prof,B,Male,134550
1009,Prof,B,Male,135027
1010,Prof,B,Male,104428
1011,AssocProf,B,Male,95642
1012,AssocProf,B,Male,126431
1013,Prof,B,Female,161101
1014,Prof,B,Male,162221
1015,AsstProf,B,Male,84500
1016,Prof,B,Male,124714
1017,Prof,B,Male,151650
1018,AssocProf,B,Male,99247
1019,Prof,B,Male,134778
1020,Prof,B,Male,192253
1021,Prof,B,Male,116518
1022,Prof,B,Female,105450
1023,Prof,B,Male,145098
1024,AssocProf,B,Female,104542
1025,Prof,B,Male,151445
1026,Prof,B,Male,98053
1027,Prof,B,Male,145000
1028,Prof,B,Male,128464
1029,Prof,B,Male,137317
1030,Prof,B,Male,106231
1031,Prof,B,Female,124312
1032,Prof,B,Male,114596
1033,Prof,B,Male,162150
1034,Prof,B,Male,150376
1035,Prof,B,Male,107986
1036,Prof,B,Male,142023
1037,Prof,B,Male,128250
1038,AsstProf,B,Male,80139
1039,Prof,B,Male,144309
1040,Prof,B,Male,186960
1041,Prof,B,Male,93519
1042,Prof,B,Male,142500
1043,Prof,B,Male,138000
1044,AsstProf,B,Male,83600
1045,Prof,B,Male,145028
1046,Prof,A,Male,88709
1047,Prof,A,Male,107309
1048,Prof,A,Female,109954
1049,AsstProf,A,Male,78785
1050,Prof,A,Male,121946
1051,Prof,A,Female,109646
1052,Prof,A,Male,138771
1053,AssocProf,A,Male,81285
1054,Prof,A,Male,205500
1055,Prof,A,Male,101036
1056,Prof,A,Male,115435
1057,AssocProf,A,Male,108413
1058,Prof,A,Male,131950
1059,Prof,A,Male,134690
1060,AssocProf,A,Male,78182
1061,Prof,A,Male,110515
1062,Prof,A,Male,109707
1063,Prof,A,Male,136660
1064,Prof,A,Male,103275
1065,Prof,A,Male,103649
1066,AsstProf,A,Male,74856
1067,AsstProf,A,Male,77081
1068,Prof,A,Male,150680
1069,AssocProf,A,Male,104121
1070,AsstProf,A,Male,75996
1071,Prof,A,Male,172505
1072,AssocProf,A,Male,86895
1073,Prof,A,Male,105000
1074,Prof,A,Male,125192
1075,Prof,A,Male,114330
1076,Prof,A,Male,139219
1077,Prof,A,Male,109305
1078,Prof,A,Male,119450
1079,Prof,A,Male,186023
1080,Prof,A,Male,166605
1081,Prof,A,Male,151292
1082,Prof,A,Male,103106
1083,Prof,A,Male,150564
1084,Prof,A,Male,101738
1085,Prof,A,Male,95329
1086,AsstProf,A,Male,81035
1087,Prof,B,Male,139750
1088,Prof,B,Male,173200
1089,AsstProf,B,Male,79750
1090,Prof,B,Male,115000
1091,Prof,B,Male,141500
1092,AssocProf,B,Male,97000
1093,Prof,B,Male,175000
1094,Prof,B,Male,147765
1095,Prof,B,Male,119250
1096,Prof,B,Female,129000
1097,AssocProf,B,Male,119800
1098,AsstProf,B,Male,79800
1099,AsstProf,B,Male,77700
1100,AsstProf,B,Male,78000
1101,Prof,B,Male,104800
1102,Prof,B,Male,117150
1103,Prof,B,Male,101000
1104,Prof,A,Male,103450
1105,Prof,A,Male,124750
1106,Prof,A,Female,137000
1107,Prof,A,Male,89565
1108,Prof,A,Male,102580
1109,Prof,A,Male,93904
1110,Prof,A,Male,113068
1111,AssocProf,A,Female,74830
1112,Prof,A,Male,106294
1113,Prof,A,Male,134885
1114,AsstProf,B,Male,82379
1115,AsstProf,B,Male,77000
1116,Prof,B,Male,118223
1117,Prof,B,Male,132261
1118,AsstProf,B,Male,79916
1119,Prof,B,Male,117256
1120,AsstProf,B,Male,80225
1121,AsstProf,B,Female,80225
1122,AsstProf,B,Female,77000
1123,Prof,B,Male,155750
1124,AsstProf,B,Male,86373
1125,Prof,B,Male,125196
1126,AssocProf,B,Male,100938
1127,Prof,B,Male,146500
1128,AssocProf,B,Male,93418
1129,Prof,B,Male,101299
1130,Prof,B,Male,231545
1131,Prof,B,Male,94384
1132,Prof,B,Male,114778
1133,Prof,B,Male,98193
1134,Prof,B,Female,151768
1135,Prof,B,Female,140096
1136,AsstProf,B,Male,70768
1137,Prof,B,Male,126621
1138,Prof,B,Male,108875
1139,AsstProf,B,Female,74692
1140,Prof,B,Male,106639
1141,AssocProf,B,Male,103760
1142,AssocProf,B,Male,83900
1143,Prof,B,Male,117704
1144,AssocProf,B,Male,90215
1145,AssocProf,B,Male,100135
1146,AsstProf,B,Male,75044
1147,AssocProf,B,Male,90304
1148,AsstProf,B,Male,75243
1149,Prof,B,Male,109785
1150,AssocProf,B,Female,103613
1151,AsstProf,B,Male,68404
1152,AssocProf,B,Male,100522
1153,Prof,B,Male,101000
1154,Prof,B,Male,99418
1155,Prof,B,Female,111512
1156,Prof,B,Male,91412
1157,Prof,B,Male,126320
1158,Prof,B,Male,146856
1159,Prof,B,Male,100131
1160,Prof,B,Male,92391
1161,Prof,B,Male,113398
1162,AsstProf,B,Male,73266
1163,Prof,B,Male,150480
1164,Prof,B,Male,193000
1165,AsstProf,B,Male,86100
1166,AsstProf,B,Male,84240
1167,Prof,B,Male,150743
1168,Prof,B,Male,135585
1169,Prof,B,Male,144640
1170,AsstProf,B,Male,88825
1171,Prof,B,Female,122960
1172,Prof,B,Male,132825
1173,Prof,B,Male,152708
1174,AsstProf,B,Male,88400
1175,Prof,B,Male,172272
1176,AssocProf,B,Male,107008
1177,AsstProf,B,Female,97032
1178,AssocProf,B,Male,105128
1179,AssocProf,B,Male,105631
1180,Prof,B,Male,166024
1181,Prof,B,Male,123683
1182,AsstProf,B,Male,84000
1183,AssocProf,B,Male,95611
1184,Prof,B,Male,129676
1185,Prof,B,Male,102235
1186,Prof,B,Male,106689
1187,Prof,B,Male,133217
1188,Prof,B,Male,126933
1189,Prof,B,Male,153303
1190,Prof,B,Female,127512
1191,AssocProf,A,Male,83850
1192,Prof,A,Male,113543
1193,AssocProf,A,Male,82099
1194,AssocProf,A,Male,82600
1195,AssocProf,A,Male,81500
1196,Prof,A,Male,131205
1197,Prof,A,Male,112429
1198,AssocProf,A,Male,82100
1199,AsstProf,A,Male,72500
1200,Prof,A,Male,104279
1201,Prof,A,Female,105000
1202,Prof,A,Male,120806
1203,Prof,A,Male,148500
1204,Prof,A,Male,117515
1205,AsstProf,A,Male,72500
1206,AsstProf,A,Female,73500
1207,Prof,A,Male,115313
1208,Prof,A,Male,124309
1209,Prof,A,Male,97262
1210,AssocProf,A,Female,62884
1211,Prof,A,Male,96614
1212,Prof,A,Male,78162
1213,Prof,A,Male,155500
1214,AsstProf,A,Female,72500
1215,Prof,A,Male,113278
1216,AsstProf,A,Male,73000
1217,AssocProf,A,Male,83001
1218,Prof,A,Male,76840
1219,AssocProf,A,Female,77500
1220,AsstProf,A,Female,72500
1221,Prof,A,Male,168635
1222,Prof,A,Male,136000
1223,Prof,A,Male,108262
1224,Prof,A,Male,105668
1225,AssocProf,A,Male,73877
1226,Prof,A,Male,152664
1227,AssocProf,A,Male,100102
1228,AssocProf,A,Male,81500
1229,Prof,A,Male,106608
1230,AsstProf,B,Male,89942
1231,Prof,B,Male,112696
1232,Prof,B,Male,119015
1233,AsstProf,B,Male,92000
1234,Prof,B,Male,156938
1235,Prof,B,Female,144651
1236,AsstProf,B,Male,95079
1237,Prof,B,Male,128148
1238,AsstProf,B,Male,92000
1239,Prof,B,Male,111168
1240,AssocProf,B,Female,103994
1241,AsstProf,B,Male,92000
1242,Prof,B,Male,118971
1243,AssocProf,B,Male,113341
1244,AsstProf,B,Male,88000
1245,AssocProf,B,Male,95408
1246,Prof,B,Male,137167
1247,AsstProf,B,Male,89516
1248,Prof,B,Male,176500
1249,AssocProf,B,Male,98510
1250,AsstProf,B,Male,89942
1251,AsstProf,B,Male,88795
1252,Prof,B,Male,105890
1253,Prof,B,Male,167284
1254,Prof,B,Male,130664
1255,AssocProf,B,Male,101210
1256,Prof,B,Male,181257
1257,AsstProf,B,Male,91227
1258,Prof,B,Male,151575
1259,Prof,B,Male,93164
1260,Prof,B,Male,134185
1261,AssocProf,B,Male,105000
1262,Prof,B,Male,111751
1263,AssocProf,B,Male,95436
1264,AssocProf,B,Male,100944
1265,Prof,B,Male,147349
1266,AsstProf,B,Female,92000
1267,Prof,B,Male,142467
1268,Prof,B,Male,141136
1269,AssocProf,B,Male,100000
1270,Prof,B,Male,150000
1271,Prof,B,Male,101000
1272,Prof,B,Male,134000
1273,AssocProf,B,Female,103750
1274,Prof,B,Male,107500
1275,AssocProf,B,Male,106300
1276,Prof,B,Male,153750
1277,Prof,B,Male,180000
1278,Prof,B,Male,133700
1279,Prof,B,Male,122100
1280,AssocProf,B,Male,86250
1281,AssocProf,B,Male,90000
1282,AssocProf,B,Male,113600
1283,AsstProf,B,Male,92700
1284,AsstProf,B,Male,92000
1285,Prof,B,Male,189409
1286,Prof,B,Male,114500
1287,AsstProf,B,Male,92700
1288,Prof,B,Male,119700
1289,Prof,B,Male,160400
1290,Prof,B,Male,152500
1291,Prof,B,Male,165000
1292,Prof,B,Male,96545
1293,Prof,B,Male,162200
1294,Prof,B,Male,120000
1295,AsstProf,B,Male,91300
1296,Prof,B,Male,163200
1297,AsstProf,B,Male,91000
1298,Prof,B,Male,111350
1299,Prof,B,Male,128400
1300,Prof,B,Male,126200
1301,AssocProf,B,Male,118700
1302,Prof,B,Male,145350
1303,Prof,B,Male,146000
1304,AssocProf,B,Male,105350
1305,AssocProf,B,Female,109650
1306,Prof,B,Male,119500
1307,Prof,B,Male,170000
1308,Prof,B,Male,145200
1309,AssocProf,B,Male,107150
1310,Prof,B,Male,129600
1311,Prof,A,Male,87800
1312,Prof,A,Male,122400
1313,AsstProf,A,Male,63900
1314,AssocProf,A,Male,70000
1315,Prof,A,Male,88175
1316,Prof,A,Male,133900
1317,Prof,A,Female,91000
1318,AssocProf,A,Female,73300
1319,Prof,A,Male,148750
1320,Prof,A,Female,117555
1321,AsstProf,A,Male,69700
1322,Prof,A,Male,81700
1323,Prof,A,Male,114000
1324,AsstProf,A,Female,63100
1325,Prof,A,Male,77202
1326,Prof,A,Male,96200
1327,AsstProf,A,Male,69200
1328,Prof,A,Male,122875
1329,Prof,A,Male,102600
1330,Prof,A,Male,108200
1331,Prof,A,Male,84273
1332,Prof,A,Female,90450
1333,Prof,A,Male,91100
1334,Prof,A,Male,101100
1335,Prof,A,Male,128800
1336,Prof,A,Male,204000
1337,Prof,A,Male,109000
1338,Prof,A,Male,102000
1339,Prof,A,Male,132000
1340,AsstProf,A,Female,77500
1341,Prof,A,Female,116450
1342,AssocProf,A,Male,83000
1343,Prof,A,Male,140300
1344,AssocProf,A,Male,74000
1345,AsstProf,A,Male,73800
1346,Prof,A,Male,92550
1347,AssocProf,A,Male,88600
1348,Prof,A,Male,107550
1349,Prof,A,Male,121200
1350,Prof,A,Male,126000
1351,Prof,A,Male,99000
1352,Prof,A,Male,134800
1353,Prof,A,Male,143940
1354,Prof,A,Male,104350
1355,Prof,A,Male,89650
1356,Prof,A,Male,103700
1357,Prof,A,Male,143250
1358,Prof,A,Male,194800
1359,AsstProf,A,Male,73000
1360,AsstProf,A,Male,74000
1361,AsstProf,A,Female,78500
1362,Prof,A,Male,93000
1363,Prof,A,Male,107200
1364,Prof,A,Male,163200
1365,Prof,A,Male,107100
1366,Prof,A,Male,100600
1367,Prof,A,Male,136500
1368,Prof,A,Male,103600
1369,Prof,A,Male,57800
1370,Prof,A,Male,155865
1371,AssocProf,A,Male,88650
1372,AssocProf,A,Male,81800
1373,Prof,A,Male,115800
1374,AsstProf,A,Male,85000
1375,Prof,A,Male,150500
1376,AsstProf,A,Male,74000
1377,Prof,A,Male,174500
1378,Prof,A,Male,168500
1379,Prof,A,Male,183800
1380,AssocProf,A,Male,104800
1381,Prof,A,Male,107300
1382,Prof,A,Male,97150
1383,Prof,A,Male,126300
1384,Prof,A,Male,148800
1385,Prof,A,Male,72300
1386,AssocProf,A,Male,70700
1387,Prof,A,Male,88600
1388,Prof,A,Male,127100
1389,Prof,A,Male,170500
1390,Prof,A,Male,105260
1391,Prof,A,Male,144050
1392,Prof,A,Male,111350
1393,AsstProf,A,Male,74500
1394,Prof,A,Male,122500
1395,AsstProf,A,Male,74000
1396,Prof,A,Male,166800
1397,Prof,A,Male,92050
1398,Prof,A,Male,108100
1399,Prof,A,Male,94350
1400,Prof,A,Male,100351
1401,Prof,A,Male,146800
1402,AsstProf,B,Male,84716
1403,AssocProf,B,Female,71065
1404,Prof,B,Male,67559
1405,Prof,B,Male,134550
1406,Prof,B,Male,135027
1407,Prof,B,Male,104428
1408,AssocProf,B,Male,95642
1409,AssocProf,B,Male,126431
1410,Prof,B,Female,161101
1411,Prof,B,Male,162221
1412,AsstProf,B,Male,84500
1413,Prof,B,Male,124714
1414,Prof,B,Male,151650
1415,AssocProf,B,Male,99247
1416,Prof,B,Male,134778
1417,Prof,B,Male,192253
1418,Prof,B,Male,116518
1419,Prof,B,Female,105450
1420,Prof,B,Male,145098
1421,AssocProf,B,Female,104542
1422,Prof,B,Male,151445
1423,Prof,B,Male,98053
1424,Prof,B,Male,145000
1425,Prof,B,Male,128464
1426,Prof,B,Male,137317
1427,Prof,B,Male,106231
1428,Prof,B,Female,124312
1429,Prof,B,Male,114596
1430,Prof,B,Male,162150
1431,Prof,B,Male,150376
1432,Prof,B,Male,107986
1433,Prof,B,Male,142023
1434,Prof,B,Male,128250
1435,AsstProf,B,Male,80139
1436,Prof,B,Male,144309
1437,Prof,B,Male,186960
1438,Prof,B,Male,93519
1439,Prof,B,Male,142500
1440,Prof,B,Male,138000
1441,AsstProf,B,Male,83600
1442,Prof,B,Male,145028
1443,Prof,A,Male,88709
1444,Prof,A,Male,107309
1445,Prof,A,Female,109954
1446,AsstProf,A,Male,78785
1447,Prof,A,Male,121946
1448,Prof,A,Female,109646
1449,Prof,A,Male,138771
1450,AssocProf,A,Male,81285
1451,Prof,A,Male,205500
1452,Prof,A,Male,101036
1453,Prof,A,Male,115435
1454,AssocProf,A,Male,108413
1455,Prof,A,Male,131950
1456,Prof,A,Male,134690
1457,AssocProf,A,Male,78182
1458,Prof,A,Male,110515
1459,Prof,A,Male,109707
1460,Prof,A,Male,136660
1461,Prof,A,Male,103275
1462,Prof,A,Male,103649
1463,AsstProf,A,Male,74856
1464,AsstProf,A,Male,77081
1465,Prof,A,Male,150680
1466,AssocProf,A,Male,104121
1467,AsstProf,A,Male,75996
1468,Prof,A,Male,172505
1469,AssocProf,A,Male,86895
1470,Prof,A,Male,105000
1471,Prof,A,Male,125192
1472,Prof,A,Male,114330
1473,Prof,A,Male,139219
1474,Prof,A,Male,109305
1475,Prof,A,Male,119450
1476,Prof,A,Male,186023
1477,Prof,A,Male,166605
1478,Prof,A,Male,151292
1479,Prof,A,Male,103106
1480,Prof,A,Male,150564
1481,Prof,A,Male,101738
1482,Prof,A,Male,95329
1483,AsstProf,A,Male,81035
1484,Prof,A,Male,102000
1485,Prof,A,Male,132000
1486,AsstProf,A,Female,77500
1487,Prof,A,Female,116450
1488,AssocProf,A,Male,83000
1489,Prof,A,Male,140300
1490,AssocProf,A,Male,74000
1491,AsstProf,A,Male,73800
1492,Prof,A,Male,92550
1493,AssocProf,A,Male,88600
1494,Prof,A,Male,107550
1495,Prof,A,Male,121200
1496,Prof,A,Male,126000
1497,Prof,A,Male,99000
1498,Prof,A,Male,134800
1499,Prof,A,Male,143940
1500,Prof,A,Male,104350
1501,Prof,A,Male,89650
1502,Prof,A,Male,103700
1503,Prof,A,Male,143250
1504,Prof,A,Male,194800
1505,AsstProf,A,Male,73000
1506,AsstProf,A,Male,74000
1507,AsstProf,A,Female,78500
1508,Prof,A,Male,93000
1509,Prof,A,Male,107200
1510,Prof,A,Male,163200
1511,Prof,A,Male,107100
1512,Prof,A,Male,100600
1513,Prof,A,Male,136500
1514,Prof,A,Male,103600
1515,Prof,A,Male,57800
1516,Prof,A,Male,155865
1517,AssocProf,A,Male,88650
1518,AssocProf,A,Male,81800
1519,Prof,A,Male,115800
1520,AsstProf,A,Male,85000
1521,Prof,A,Male,150500
1522,AsstProf,A,Male,74000
1523,Prof,A,Male,174500
1524,Prof,A,Male,168500
1525,Prof,A,Male,183800
1526,AssocProf,A,Male,104800
1527,Prof,A,Male,107300
1528,Prof,A,Male,97150
1529,Prof,A,Male,126300
1530,Prof,A,Male,148800
1531,Prof,A,Male,72300
1532,AssocProf,A,Male,70700
1533,Prof,A,Male,88600
1534,Prof,A,Male,127100
1535,Prof,A,Male,170500
1536,Prof,A,Male,105260
1537,Prof,A,Male,144050
1538,Prof,A,Male,111350
1539,AsstProf,A,Male,74500
1540,Prof,A,Male,122500
1541,AsstProf,A,Male,74000
1542,Prof,A,Male,166800
1543,Prof,A,Male,92050
1544,Prof,A,Male,108100
1545,Prof,A,Male,94350
1546,Prof,A,Male,100351
1547,Prof,A,Male,146800
1548,AsstProf,B,Male,84716
1549,AssocProf,B,Female,71065
1550,Prof,B,Male,67559
1551,Prof,B,Male,134550
1552,Prof,B,Male,135027
1553,Prof,B,Male,104428
1554,AssocProf,B,Male,95642
1555,AssocProf,B,Male,126431
1556,Prof,B,Female,161101
1557,Prof,B,Male,162221
1558,AsstProf,B,Male,84500
1559,Prof,B,Male,124714
1560,Prof,B,Male,151650
1561,AssocProf,B,Male,99247
1562,Prof,B,Male,134778
1563,Prof,B,Male,192253
1564,Prof,B,Male,116518
1565,Prof,B,Female,105450
1566,Prof,B,Male,145098
1567,AssocProf,B,Female,104542
1568,Prof,B,Male,151445
1569,Prof,B,Male,98053
1570,Prof,B,Male,145000
1571,Prof,B,Male,128464
1572,Prof,B,Male,137317
1573,Prof,B,Male,106231
1574,Prof,B,Female,124312
1575,Prof,B,Male,114596
1576,Prof,B,Male,162150
1577,Prof,B,Male,150376
1578,Prof,B,Male,107986
1579,Prof,B,Male,142023
1580,Prof,B,Male,128250
1581,AsstProf,B,Male,80139
1582,Prof,B,Male,144309
1583,Prof,B,Male,186960
1584,Prof,B,Male,93519
1585,Prof,B,Male,142500
1586,Prof,B,Male,138000
1587,AsstProf,B,Male,83600
1588,Prof,B,Male,145028
1589,Prof,A,Male,88709
1590,Prof,A,Male,107309
1591,Prof,A,Female,109954
1592,AsstProf,A,Male,78785
1593,Prof,A,Male,121946
1594,Prof,A,Female,109646
1595,Prof,A,Male,138771
1596,AssocProf,A,Male,81285
1597,Prof,A,Male,205500
1598,Prof,A,Male,101036
1599,Prof,A,Male,115435
1600,AssocProf,A,Male,108413
1601,Prof,A,Male,131950
1602,Prof,A,Male,134690
1603,AssocProf,A,Male,78182
1604,Prof,A,Male,110515
1605,Prof,A,Male,109707
1606,Prof,A,Male,136660
1607,Prof,A,Male,103275
1608,Prof,A,Male,103649
1609,AsstProf,A,Male,74856
1610,AsstProf,A,Male,77081
1611,Prof,A,Male,150680
1612,AssocProf,A,Male,104121
1613,AsstProf,A,Male,75996
1614,Prof,A,Male,172505
1615,AssocProf,A,Male,86895
1616,Prof,A,Male,105000
1617,Prof,A,Male,125192
1618,Prof,A,Male,114330
1619,Prof,A,Male,139219
1620,Prof,A,Male,109305
1621,Prof,A,Male,119450
1622,Prof,A,Male,186023
1623,Prof,A,Male,166605
1624,Prof,A,Male,151292
1625,Prof,A,Male,103106
1626,Prof,A,Male,150564
1627,Prof,A,Male,101738
1628,Prof,A,Male,95329
1629,AsstProf,A,Male,81035
1630,Prof,B,Male,139750
1631,Prof,B,Male,173200
1632,AsstProf,B,Male,79750
1633,Prof,B,Male,115000
1634,Prof,B,Male,141500
1635,AssocProf,B,Male,97000
1636,Prof,B,Male,175000
1637,Prof,B,Male,147765
1638,Prof,B,Male,119250
1639,Prof,B,Female,129000
1640,AssocProf,B,Male,119800
1641,AsstProf,B,Male,79800
1642,AsstProf,B,Male,77700
1643,AsstProf,B,Male,78000
1644,Prof,B,Male,104800
1645,Prof,B,Male,117150
1646,Prof,B,Male,101000
1647,Prof,A,Male,103450
1648,Prof,A,Male,124750
1649,Prof,A,Female,137000
1650,Prof,A,Male,89565
1651,Prof,A,Male,102580
1652,Prof,A,Male,93904
1653,Prof,A,Male,113068
1654,AssocProf,A,Female,74830
1655,Prof,A,Male,106294
1656,Prof,A,Male,134885
1657,AsstProf,B,Male,82379
1658,AsstProf,B,Male,77000
1659,Prof,B,Male,118223
1660,Prof,B,Male,132261
1661,AsstProf,B,Male,79916
1662,Prof,B,Male,117256
1663,AsstProf,B,Male,80225
1664,AsstProf,B,Female,80225
1665,AsstProf,B,Female,77000
1666,Prof,B,Male,155750
1667,AsstProf,B,Male,86373
1668,Prof,B,Male,125196
1669,AssocProf,B,Male,100938
1670,Prof,B,Male,146500
1671,AssocProf,B,Male,93418
1672,Prof,B,Male,101299
1673,Prof,B,Male,231545
1674,Prof,B,Male,94384
1675,Prof,B,Male,114778
1676,Prof,B,Male,98193
1677,Prof,B,Female,151768
1678,Prof,B,Female,140096
1679,AsstProf,B,Male,70768
1680,Prof,B,Male,126621
1681,Prof,B,Male,108875
1682,AsstProf,B,Female,74692
1683,Prof,B,Male,106639
1684,AssocProf,B,Male,103760
1685,AssocProf,B,Male,83900
1686,Prof,B,Male,117704
1687,AssocProf,B,Male,90215
1688,AssocProf,B,Male,100135
1689,AsstProf,B,Male,75044
1690,AssocProf,B,Male,90304
1691,AsstProf,B,Male,75243
1692,Prof,B,Male,109785
1693,AssocProf,B,Female,103613
1694,AsstProf,B,Male,68404
1695,AssocProf,B,Male,100522
1696,Prof,B,Male,101000
1697,Prof,B,Male,99418
1698,Prof,B,Female,111512
1699,Prof,B,Male,91412
1700,Prof,B,Male,126320
1701,Prof,B,Male,146856
1702,Prof,B,Male,100131
1703,Prof,B,Male,92391
1704,Prof,B,Male,113398
1705,AsstProf,B,Male,73266
1706,Prof,B,Male,150480
1707,Prof,B,Male,193000
1708,AsstProf,B,Male,86100
1709,AsstProf,B,Male,84240
1710,Prof,B,Male,150743
1711,Prof,B,Male,135585
1712,Prof,B,Male,144640
1713,AsstProf,B,Male,88825
1714,Prof,B,Female,122960
1715,Prof,B,Male,132825
1716,Prof,B,Male,152708
1717,AsstProf,B,Male,88400
1718,Prof,B,Male,172272
1719,AssocProf,B,Male,107008
1720,AsstProf,B,Female,97032
1721,AssocProf,B,Male,105128
1722,AssocProf,B,Male,105631
1723,Prof,B,Male,166024
1724,Prof,B,Male,123683
1725,AsstProf,B,Male,84000
1726,AssocProf,B,Male,95611
1727,Prof,B,Male,129676
1728,Prof,B,Male,102235
1729,Prof,B,Male,106689
1730,Prof,B,Male,133217
1731,Prof,B,Male,126933
1732,Prof,B,Male,153303
1733,Prof,B,Female,127512
1734,AssocProf,A,Male,83850
1735,Prof,A,Male,113543
1736,AssocProf,A,Male,82099
1737,AssocProf,A,Male,82600
1738,AssocProf,A,Male,81500
1739,Prof,A,Male,131205
1740,Prof,A,Male,112429
1741,AssocProf,A,Male,82100
1742,AsstProf,A,Male,72500
1743,Prof,A,Male,104279
1744,Prof,A,Female,105000
1745,Prof,A,Male,120806
1746,Prof,A,Male,148500
1747,Prof,A,Male,117515
1748,AsstProf,A,Male,72500
1749,AsstProf,A,Female,73500
1750,Prof,A,Male,115313
1751,Prof,A,Male,124309
1752,Prof,A,Male,97262
1753,AssocProf,A,Female,62884
1754,Prof,A,Male,96614
1755,Prof,A,Male,78162
1756,Prof,A,Male,155500
1757,AsstProf,A,Female,72500
1758,Prof,A,Male,113278
1759,AsstProf,A,Male,73000
1760,AssocProf,A,Male,83001
1761,Prof,A,Male,76840
1762,AssocProf,A,Female,77500
1763,AsstProf,A,Female,72500
1764,Prof,A,Male,168635
1765,Prof,A,Male,136000
1766,Prof,A,Male,108262
1767,Prof,A,Male,105668
1768,AssocProf,A,Male,73877
1769,Prof,A,Male,152664
1770,AssocProf,A,Male,100102
1771,AssocProf,A,Male,81500
1772,Prof,A,Male,106608
1773,AsstProf,B,Male,89942
1774,Prof,B,Male,112696
1775,Prof,B,Male,119015
1776,AsstProf,B,Male,92000
1777,Prof,B,Male,156938
1778,Prof,B,Female,144651
1779,AsstProf,B,Male,95079
1780,Prof,B,Male,128148
1781,AsstProf,B,Male,92000
1782,Prof,B,Male,111168
1783,AssocProf,B,Female,103994
1784,AsstProf,B,Male,92000
1785,Prof,B,Male,118971
1786,AssocProf,B,Male,113341
1787,AsstProf,B,Male,88000
1788,AssocProf,B,Male,95408
1789,Prof,B,Male,137167
1790,AsstProf,B,Male,89516
1791,Prof,B,Male,176500
1792,AssocProf,B,Male,98510
1793,AsstProf,B,Male,89942
1794,AsstProf,B,Male,88795
1795,Prof,B,Male,105890
1796,Prof,B,Male,167284
1797,Prof,B,Male,130664
1798,AssocProf,B,Male,101210
1799,Prof,B,Male,181257
1800,AsstProf,B,Male,91227
1801,Prof,B,Male,151575
1802,Prof,B,Male,93164
1803,Prof,B,Male,134185
1804,AssocProf,B,Male,105000
1805,Prof,B,Male,111751
1806,AssocProf,B,Male,95436
1807,AssocProf,B,Male,100944
1808,Prof,B,Male,147349
1809,AsstProf,B,Female,92000
1810,Prof,B,Male,142467
1811,Prof,B,Male,141136
1812,AssocProf,B,Male,100000
1813,Prof,B,Male,150000
1814,Prof,B,Male,101000
1815,Prof,B,Male,134000
1816,AssocProf,B,Female,103750
1817,Prof,B,Male,107500
1818,AssocProf,B,Male,106300
1819,Prof,B,Male,153750
1820,Prof,B,Male,180000
1821,Prof,B,Male,133700
1822,Prof,B,Male,122100
1823,AssocProf,B,Male,86250
1824,AssocProf,B,Male,90000
